luz,jardin,sistema_de_seguridad,conservacion,vidrios_dobles,se_aceptan_mascotas,timestamp,carpinteria_interior,calefaccion,trastero,href,calle_asfaltada,tipo_de_casa,cocina_equipada,agua,emisiones,aire_acondicionado,terraza,armarios_empotrados,actualizacion,superficie,balcon,gastos_de_comunidad,urbanizado,superficie_construida,garaje,consumo,puerta_blindada,adaptado_a_personas_con_movilidad_reducida,identificador,ascensor,superficie_util,nombre,alcantarillado,planta,baños,portero_automatico,exterior,soleado,piscina,calle_alumbrada,precio_m2,precio,lavadero,orientacion,amueblado,interior,habitaciones,gas,tipo_suelo,carpinteria_exterior,superficie_solar,comedor,antiguedad,codigo_postal,ubicacion,agencia,chimenea,telefono
,,,Reformado,,Si,2025-02-21 12:21:39,,,,https://www.pisos.com/alquilar/apartamento-centre_platja_gran-16771016_448000/,,,,,Error al procesar emisiones,,Si,,2025-02-18,70.0,,,,70.0,,Error al procesar consumo,,,16771016_448000,Si,70.0,"Apartamento en Carrer de Sant Sebastià, nº 30",,6.0,1.0,,,,,,26.0,1860.0,,SIN ESPECIFICAR,Si,,3.0,,,,,,Entre 30 y 50 años,,girona,actual servicios inmobiliarios,,
,Si,,En buen estado,Si,Si,2025-02-21 12:21:40,,Si,,https://www.pisos.com/alquilar/casa-castell_platja_aro_els_pins-30928174793_993702/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-12,120.0,,Si,Si,120.0,Si,Error al procesar consumo,,,30928174793_993702,,82.0,Casa en Els Pins,,,3.0,,,,Si,Si,12.0,1500.0,,SUROESTE,Si,,3.0,,Si,Si,70.0,Si,Entre 20 y 30 años,,girona,"FINCAS COSTABELLA, S. L.",,
,,,A reformar,,Si,2025-02-21 12:21:40,,,,https://www.pisos.com/alquilar/apartamento-centre_platja_gran-1006826813_448000/,,,,,Error al procesar emisiones,,Si,,2025-02-18,50.0,,,,50.0,,Error al procesar consumo,,,1006826813_448000,Si,50.0,"Apartamento en calle Nostra Senyora del Carmen, nº 33",,1.0,1.0,,,Si,,,21.0,1051.0,,SIN ESPECIFICAR,Si,,1.0,,,,,,Entre 20 y 30 años,,girona,actual servicios inmobiliarios,,
,,,Reformado,,Si,2025-02-21 12:21:41,,,,https://www.pisos.com/alquilar/apartamento-centre_platja_gran-10986075_448000/,,,Si,,Error al procesar emisiones,,Si,,2025-02-18,60.0,Si,,,60.0,Si,Error al procesar consumo,,,10986075_448000,Si,60.0,"Apartamento en Avinguda de la Costa Brava, 34",,9.0,1.0,,Si,,,,24.0,1497.0,,SIN ESPECIFICAR,Si,,2.0,Si,,,,Si,Entre 20 y 30 años,,girona,actual servicios inmobiliarios,,
,,,Reformado,,,2025-02-21 12:21:41,,,,https://www.pisos.com/alquilar/apartamento-castell_platja_aro_sagaro-19235795440_448000/,,,Si,,Error al procesar emisiones,,Si,,2025-02-18,60.0,,,,60.0,,Error al procesar consumo,,,19235795440_448000,,55.0,"Apartamento en Avinguda de Platja d'Aro, 298",,2.0,1.0,,Si,,,,20.0,1224.0,,SIN ESPECIFICAR,Si,,2.0,Si,,,,Si,,,girona,actual servicios inmobiliarios,,
,,,Reformado,,Si,2025-02-21 12:21:44,,,,https://www.pisos.com/alquilar/apartamento-fenals-14038932_448000/,,,,,Error al procesar emisiones,,Si,,2025-02-18,45.0,,,,45.0,Si,Error al procesar consumo,,,14038932_448000,Si,45.0,"Apartamento en calle Nostra Senyora del Carme, nº 34",,6.0,1.0,,,,,,23.0,1051.0,,SIN ESPECIFICAR,Si,,1.0,,,,,,Entre 20 y 30 años,,girona,actual servicios inmobiliarios,,
,,,Reformado,,Si,2025-02-21 12:21:44,,,,https://www.pisos.com/alquilar/apartamento-centre_platja_gran-19260470200_448000/,,,Si,,Error al procesar emisiones,Si,Si,,2025-02-18,60.0,,,,60.0,,Error al procesar consumo,,,19260470200_448000,,55.0,"Apartamento en Avinguda de Madrid, 50",,2.0,1.0,,Si,,,,21.0,1319.0,,SIN ESPECIFICAR,Si,,2.0,,,,,,,,girona,actual servicios inmobiliarios,,
,Si,,Reformado,,Si,2025-02-21 12:21:45,,,,https://www.pisos.com/alquilar/casa-castell_platja_aro_urbanitzacions-48832462_448000/,,,Si,,Error al procesar emisiones,,Si,,2025-02-18,70.0,,,,70.0,,Error al procesar consumo,,,48832462_448000,,70.0,"Casa en Carrer dels Salzes, nº 3",,,1.0,,,,Si,,27.0,1903.0,,SIN ESPECIFICAR,Si,,3.0,,,,850.0,Si,Entre 10 y 20 años,,girona,actual servicios inmobiliarios,Si,
,,,Reformado,,Si,2025-02-21 12:21:45,,,,https://www.pisos.com/alquilar/apartamento-centre_platja_gran-15931489665_448000/,,,Si,,Error al procesar emisiones,,Si,,2025-02-18,45.0,,,,45.0,,Error al procesar consumo,,,15931489665_448000,Si,45.0,"Apartamento en Avinguda de la Costa Brava, 23",,8.0,2.0,,,,,,26.0,1174.0,,SIN ESPECIFICAR,,,1.0,,,,,Si,Entre 20 y 30 años,,girona,actual servicios inmobiliarios,,
,,,En buen estado,,Si,2025-02-21 12:21:48,,,,https://www.pisos.com/alquilar/apartamento-centre_platja_gran-1000130807_448000/,,,Si,,Error al procesar emisiones,,Si,,2025-02-18,50.0,,,,50.0,,Error al procesar consumo,,,1000130807_448000,Si,50.0,"Apartamento en calle Nostra Senyora del Carmen, nº 33",,4.0,1.0,,,,,,24.0,1209.0,,SIN ESPECIFICAR,Si,,1.0,,,,,,Entre 30 y 50 años,,girona,actual servicios inmobiliarios,,
,,,Reformado,,Si,2025-02-21 12:21:49,,,,https://www.pisos.com/alquilar/apartamento-centre_platja_gran-12949468_448000/,,,Si,,Error al procesar emisiones,,Si,,2025-02-18,74.0,,,,74.0,Si,Error al procesar consumo,,,12949468_448000,,74.0,"Apartamento en Avinguda de la Costa Brava, 34",,15.0,2.0,,Si,,,,27.0,2022.0,,SIN ESPECIFICAR,Si,,4.0,,,,,Si,Entre 20 y 30 años,,girona,actual servicios inmobiliarios,,
,,,Reformado,,Si,2025-02-21 12:21:49,,,,https://www.pisos.com/alquilar/piso-fenals-70015919740_448000/,,,Si,,Error al procesar emisiones,,Si,,2025-02-18,60.0,Si,,,60.0,,Error al procesar consumo,,,70015919740_448000,Si,45.0,"Piso en calle Nuestra Sra. del Carmen, nº 33",,3.0,1.0,Si,,Si,,,21.0,1262.0,,SIN ESPECIFICAR,,,1.0,,,,,,Entre 20 y 30 años,,girona,actual servicios inmobiliarios,,
,,,En buen estado,,,2025-02-21 12:21:55,,,,https://www.pisos.com/alquilar/piso-zona_avinguda_de_catalunya-25919330866_100500/,,,,,Error al procesar emisiones,,Si,,2024-02-20,90.0,,,,90.0,,Error al procesar consumo,,,25919330866_100500,Si,90.0,Piso en Zona Avinguda de Catalunya,,1.0,2.0,,,,,,6.0,542.0,,SIN ESPECIFICAR,Si,,4.0,,,,,,,,girona,Emporion Real Estate Costa Brava,,
,Si,Si,En buen estado,Si,,2025-02-21 12:21:56,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-fenals_santa_clotilde-50865921750_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,905.0,,,Si,905.0,Si,Error al procesar consumo,Si,,50865921750_519306,,860.0,Chalet unifamiliar en Fenals-Santa Clotilde,,,3.0,,,,Si,,2.0,1970.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,960.0,Si,,,girona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:21:56,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-fenals_santa_clotilde-50860864231_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,980.0,,,Si,980.0,Si,Error al procesar consumo,Si,,50860864231_519306,,910.0,Chalet unifamiliar en Fenals-Santa Clotilde,,,2.0,,,,Si,Si,2.0,2405.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,1000.0,Si,Entre 5 y 10 años,,girona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:21:57,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-fenals_santa_clotilde-50920279655_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,990.0,,,Si,990.0,Si,Error al procesar consumo,Si,,50920279655_519306,,960.0,Chalet unifamiliar en Fenals-Santa Clotilde,,,3.0,,,,Si,Si,2.0,2020.0,Si,SIN ESPECIFICAR,Si,,5.0,,,,1100.0,Si,Entre 5 y 10 años,,girona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:00,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-fenals_santa_clotilde-50914559741_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,940.0,,,Si,940.0,Si,Error al procesar consumo,Si,,50914559741_519306,,910.0,Chalet unifamiliar en Fenals-Santa Clotilde,,,2.0,,,,Si,Si,1.0,1680.0,Si,SIN ESPECIFICAR,Si,,3.0,,,,975.0,Si,Entre 5 y 10 años,,girona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:01,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-calonge_i_sant_antoni_calonge-50889164146_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,940.0,,,Si,940.0,Si,Error al procesar consumo,Si,,50889164146_519306,,900.0,Chalet unifamiliar en Calonge,,,2.0,,,,Si,Si,2.0,2410.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,1000.0,Si,,,girona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:01,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-empuriabrava-50931317021_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,880.0,,,Si,880.0,Si,Error al procesar consumo,Si,,50931317021_519306,,840.0,Chalet unifamiliar en Empuriabrava,,,3.0,,,,Si,Si,2.0,1970.0,Si,SIN ESPECIFICAR,Si,,3.0,,,,1010.0,Si,Entre 5 y 10 años,,girona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:04,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-calonge_i_sant_antoni_calonge-50857063882_519306/,Si,,Si,,Error al procesar emisiones,,,Si,2025-02-20,975.0,,,Si,975.0,Si,Error al procesar consumo,Si,,50857063882_519306,,960.0,Chalet unifamiliar en Calonge,,,3.0,,,,Si,Si,2.0,1985.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,1000.0,Si,Entre 5 y 10 años,,girona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:05,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-empuriabrava-50870762799_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,865.0,,,Si,865.0,Si,Error al procesar consumo,Si,,50870762799_519306,,820.0,Chalet unifamiliar en Empuriabrava,,,2.0,,,,Si,Si,1.0,1590.0,Si,SIN ESPECIFICAR,Si,,3.0,,,,880.0,Si,Entre 5 y 10 años,,girona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:05,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-empuriabrava-50924594756_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,930.0,,,Si,930.0,Si,Error al procesar consumo,Si,,50924594756_519306,,910.0,Chalet unifamiliar en Empuriabrava,,,3.0,,,,Si,Si,2.0,2485.0,Si,SIN ESPECIFICAR,Si,,5.0,,,,965.0,Si,Entre 5 y 10 años,,girona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:06,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-calonge_i_sant_antoni_calonge-50873147807_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,910.0,,,Si,910.0,Si,Error al procesar consumo,Si,,50873147807_519306,,800.0,Chalet unifamiliar en Calonge,,,2.0,,,,Si,Si,1.0,1575.0,Si,SIN ESPECIFICAR,Si,,3.0,,,,960.0,Si,Entre 5 y 10 años,,girona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,No,2025-02-21 12:22:08,Si,Si,,https://www.pisos.com/alquilar/casa-gualta_centro_urbano-2538074553_995275/,Si,,Si,,"B, A",Si,Si,Si,2025-02-21,270.0,,,Si,270.0,Si,"B, A",,,2538074553_995275,,210.0,Casa en Baix Empordà,,,5.0,,,,Si,Si,12.0,3500.0,Si,SIN ESPECIFICAR,Si,,4.0,,Si,Si,1000.0,Si,Menos de 5 años,,girona,RUSTIC BISBAL,Si,
,,Si,Reformado,,No,2025-02-21 12:22:11,Si,Si,,https://www.pisos.com/alquilar/finca_rustica-castell_emporda-18422525037_995275/,,,Si,,"E, E",,,Si,2025-02-21,400.0,,,,400.0,,"E, E",,,18422525037_995275,,380.0,Finca rústica en Baix Empordà,,,4.0,,,,Si,,7.0,4400.0,Si,SUR,Si,,5.0,Si,Si,Si,600.0,Si,,,girona,RUSTIC BISBAL,Si,
,,,En buen estado,,Si,2025-02-21 12:22:25,,,,https://www.pisos.com/alquilar/apartamento-baqueira_beret-39241682659_526695/,,,Si,,Error al procesar emisiones,,,,2025-02-14,40.0,,,,40.0,,Error al procesar consumo,,,39241682659_526695,Si,40.0,Apartamento en Carrer de Beret,,2.0,1.0,,,,,,5.0,233.0,,SIN ESPECIFICAR,Si,,1.0,,,,,,,,lleida,CONALQUILER.COM,,
,,,En buen estado,,No,2025-02-21 12:22:27,,,,https://www.pisos.com/alquilar/apartamento-vielha-49229874778_526695/,,,Si,,Error al procesar emisiones,,,,2025-02-14,45.0,,,,45.0,,Error al procesar consumo,,,49229874778_526695,,45.0,Apartamento en Avinguda del Garona,,3.0,1.0,,,,,,4.0,205.0,,SIN ESPECIFICAR,Si,,1.0,,,,,,,,lleida,CONALQUILER.COM,,
,,,Reformado,Si,,2025-02-21 12:22:37,,,,https://www.pisos.com/alquilar/piso-costa_daurada-50876658539_399400/,,,Si,,Error al procesar emisiones,,Si,,2025-02-21,62.0,,,,62.0,,Error al procesar consumo,,,50876658539_399400,,54.0,Piso en Carrer dels Pescadors,,0.0,1.0,,Si,Si,,,16.0,1050.0,,SIN ESPECIFICAR,,,2.0,,Si,Si,,,Entre 30 y 50 años,,tarragona,FINCAS LIVING,,
,Si,,En buen estado,Si,,2025-02-21 12:22:37,Si,,,https://www.pisos.com/alquilar/casa-mas_borras_el_nou_vendrell-51766122852_399400/,,,Si,,Error al procesar emisiones,,,,2025-02-21,501.0,,,Si,501.0,,Error al procesar consumo,Si,,51766122852_399400,,223.0,Casa en Carrer de la Migdiada,,,2.0,,,,Si,Si,4.0,2500.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,278.0,Si,Entre 5 y 10 años,,tarragona,FINCAS LIVING,,
,,,En buen estado,,,2025-02-21 12:22:37,,,,https://www.pisos.com/alquilar/apartamento-roda_de_bera_centro_urbano-50886495906_399400/,,,Si,,Error al procesar emisiones,,Si,,2025-02-21,65.0,,,,65.0,Si,Error al procesar consumo,,,50886495906_399400,,65.0,Apartamento en Carrer del Vallespir,,0.0,1.0,,Si,Si,,,33.0,2200.0,,SUR,Si,,2.0,,,,,Si,Entre 10 y 20 años,,tarragona,FINCAS LIVING,Si,
,Si,,En buen estado,Si,Si,2025-02-21 12:22:37,,Si,,https://www.pisos.com/alquilar/piso-salou_platja_de_llevant-51675388379_993693/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-02,51.0,,,,51.0,,Error al procesar consumo,,,51675388379_993693,Si,50.0,"Piso en Carrer de Girona, 9",,1.0,1.0,Si,Si,Si,,,17.0,890.0,,SIN ESPECIFICAR,Si,,1.0,,Si,Si,,Si,,,tarragona,Valoracions.net,,
,Si,Si,En buen estado,Si,No,2025-02-21 12:22:38,Si,Si,,https://www.pisos.com/alquilar/piso-vilafortuny_cap_de_sant_pere-31748799267_133300/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-21,75.0,,,,75.0,Si,Error al procesar consumo,,Si,31748799267_133300,Si,65.0,Piso en calle L ´ Anoia,,0.0,1.0,Si,Si,Si,Si,,11.0,825.0,Si,SUROESTE,Si,,2.0,,Si,Si,,Si,Entre 30 y 50 años,,tarragona,PALMAS 3 CAMBRILS,,
,,,Reformado,,Si,2025-02-21 12:22:39,,,,https://www.pisos.com/alquilar/piso-coma_ruga_el_francas-50847286981_399400/,,,,,Error al procesar emisiones,Si,Si,Si,2025-02-19,80.0,Si,,,80.0,Si,Error al procesar consumo,Si,,50847286981_399400,,70.0,Piso en Carrer de Pere 'el Gran',,3.0,1.0,,Si,,,,15.0,1200.0,,SUR,,Si,3.0,,Si,Si,,,Entre 20 y 30 años,,tarragona,FINCAS LIVING,Si,
,Si,,En buen estado,Si,No,2025-02-21 12:22:39,,Si,,https://www.pisos.com/alquilar/chalet-mont_roig_del_camp_miami_platja-30885015024_514452/,Si,,Si,,"E, G",Si,Si,Si,2023-01-20,220.0,,,Si,220.0,Si,"E, G",Si,,30885015024_514452,,172.0,Chalet en Centro,,,3.0,,,,Si,Si,8.0,1900.0,,SURESTE,Si,,5.0,,Si,Si,500.0,,Entre 20 y 30 años,,tarragona,CONSTRUCCIONES B.ORTEGA SL,,
,Si,,En buen estado,Si,,2025-02-21 12:22:40,,,Si,https://www.pisos.com/alquilar/piso-mont_roig_del_camp_miami_platja-945856909488280_109700/,,,Si,Si,"F, E",Si,Si,Si,2023-01-20,76.0,,,,76.0,,"F, E",,Si,945856909488280_109700,Si,65.0,Piso en Miami Plata,,3.0,1.0,Si,,Si,Si,,10.0,780.0,,SIN ESPECIFICAR,Si,,2.0,,Si,Si,,Si,Entre 20 y 30 años,,tarragona,CONSTRUCCIONES B.ORTEGA SL,,
,Si,Si,En buen estado,Si,No,2025-02-21 12:22:47,Si,,,https://www.pisos.com/alquilar/chalet_adosado-regueral_prat_en_fores-46759677139_133300/,Si,,Si,,"E, D",,Si,Si,2025-02-21,80.0,,,Si,80.0,Si,"E, D",Si,Si,46759677139_133300,,80.0,"Chalet adosado en Carrer dels Tarongers, 44",,,2.0,,,,Si,Si,15.0,1250.0,Si,SURESTE,Si,,2.0,,Si,Si,,Si,,,tarragona,PALMAS 3 CAMBRILS,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:47,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-port_horta_de_santa_maria-50929793975_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,910.0,,,Si,910.0,Si,Error al procesar consumo,Si,,50929793975_519306,,825.0,Chalet unifamiliar en Port-Horta de Santa Maria,,,5.0,,,,Si,Si,3.0,2820.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,1030.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:47,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-port_horta_de_santa_maria-50835647393_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,890.0,,,Si,890.0,Si,Error al procesar consumo,Si,,50835647393_519306,,810.0,Chalet unifamiliar en Port-Horta de Santa Maria,,,4.0,,,,Si,Si,3.0,3230.0,Si,SIN ESPECIFICAR,Si,,5.0,,,,1040.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:48,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-mont_roig_del_camp_miami_platja-50834735536_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,1240.0,,,Si,1240.0,Si,Error al procesar consumo,Si,,50834735536_519306,,990.0,Chalet unifamiliar en Miami Platja,,,3.0,,,,Si,Si,1.0,1955.0,Si,SIN ESPECIFICAR,Si,,5.0,,,,1500.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:49,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-roda_de_bera_centro_urbano-50901069667_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,960.0,,,Si,960.0,Si,Error al procesar consumo,Si,,50901069667_519306,,800.0,Chalet unifamiliar en Roda de Berà,,,3.0,,,,Si,Si,2.0,2480.0,Si,SIN ESPECIFICAR,Si,,5.0,,,,1020.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:49,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-port_horta_de_santa_maria-50867982192_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,960.0,,,Si,960.0,,Error al procesar consumo,Si,,50867982192_519306,,900.0,Chalet unifamiliar en Port-Horta de Santa Maria,,,4.0,,,,Si,Si,2.0,2500.0,Si,SIN ESPECIFICAR,Si,,5.0,,,,1200.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,,En buen estado,Si,No,2025-02-21 12:22:50,Si,Si,,https://www.pisos.com/alquilar/piso-regueral_prat_en_fores-31686474063_133300/,,,Si,,"G, E",Si,Si,Si,2025-02-21,79.0,,,,79.0,Si,"G, E",Si,,31686474063_133300,,73.0,Piso en Carrer dels Tarongers,,0.0,2.0,Si,Si,,Si,,11.0,900.0,,SUROESTE,Si,,2.0,,Si,Si,,Si,Entre 10 y 20 años,,tarragona,PALMAS 3 CAMBRILS,,
,Si,,En buen estado,Si,No,2025-02-21 12:22:50,Si,Si,,https://www.pisos.com/alquilar/piso-ardiaca_la_llosa-32544916300_133300/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-21,70.0,,,,70.0,Si,Error al procesar consumo,Si,Si,32544916300_133300,Si,65.0,Piso en Avinguda del Sol,,3.0,1.0,Si,Si,Si,Si,,15.0,1050.0,,SUROESTE,Si,,2.0,,Si,Si,,,Entre 10 y 20 años,,tarragona,PALMAS 3 CAMBRILS,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:50,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-mont_roig_del_camp_miami_platja-50871718211_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,810.0,,,Si,810.0,,Error al procesar consumo,Si,,50871718211_519306,,680.0,Chalet unifamiliar en Miami Platja,,,2.0,,,,Si,,2.0,1885.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,940.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,,,En buen estado,,No,2025-02-21 12:22:51,Si,Si,,https://www.pisos.com/alquilar/piso-regueral_prat_en_fores-31751988042_133300/,,,Si,,"G, G",Si,Si,Si,2025-02-21,75.0,,,,75.0,Si,"G, G",,Si,31751988042_133300,Si,70.0,Piso en Carrer dels Tarongers,,2.0,1.0,Si,Si,Si,Si,,12.0,925.0,Si,SURESTE,Si,,2.0,,Si,Si,,Si,Entre 20 y 30 años,,tarragona,PALMAS 3 CAMBRILS,,
,Si,Si,Reformado,,No,2025-02-21 12:22:51,Si,,,https://www.pisos.com/alquilar/piso-ardiaca_la_llosa-31699080994_133300/,,,Si,,"G, G",Si,Si,Si,2025-02-21,70.0,,,,70.0,,"G, G",,,31699080994_133300,,65.0,Piso en Avenida Juan Sebastian Bach,,1.0,1.0,Si,Si,Si,Si,,13.0,950.0,Si,SUROESTE,Si,,2.0,,Si,Si,,Si,Entre 30 y 50 años,,tarragona,PALMAS 3 CAMBRILS,Si,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:52,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-port_horta_de_santa_maria-50874892864_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,860.0,,,Si,860.0,,Error al procesar consumo,Si,,50874892864_519306,,750.0,Chalet unifamiliar en Port-Horta de Santa Maria,,,3.0,,,,Si,Si,2.0,2005.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,1000.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:52,Si,Si,,https://www.pisos.com/alquilar/chalet_adosado-port_horta_de_santa_maria-50888663358_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,400.0,,,Si,400.0,,Error al procesar consumo,Si,,50888663358_519306,,290.0,Chalet adosado en Port-Horta de Santa Maria,,,2.0,,,,Si,Si,3.0,1420.0,,SIN ESPECIFICAR,Si,,3.0,,,,,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:54,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-port_horta_de_santa_maria-50883089859_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,800.0,,,Si,800.0,,Error al procesar consumo,Si,,50883089859_519306,,720.0,Chalet unifamiliar en Port-Horta de Santa Maria,,,2.0,,,,Si,Si,1.0,1475.0,Si,SIN ESPECIFICAR,Si,,3.0,,,,840.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:55,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-mont_roig_del_camp_miami_platja-50905081544_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,980.0,,,Si,980.0,Si,Error al procesar consumo,Si,,50905081544_519306,,910.0,Chalet unifamiliar en Miami Platja,,,2.0,,,,Si,Si,2.0,1970.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,1020.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,,En buen estado,Si,No,2025-02-21 12:22:55,Si,Si,,https://www.pisos.com/alquilar/apartamento-vilafortuny_cap_de_sant_pere-41681046939_133300/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-21,120.0,,,,120.0,Si,Error al procesar consumo,Si,Si,41681046939_133300,Si,100.0,Apartamento en calle Riu Brugent,,3.0,2.0,Si,Si,Si,Si,,10.0,1300.0,,SUROESTE,Si,,3.0,,Si,Si,,Si,Entre 10 y 20 años,,tarragona,PALMAS 3 CAMBRILS,,
,Si,Si,Reformado,,,2025-02-21 12:22:56,,,,https://www.pisos.com/alquilar/apartamento-platja_dels_capellans_zona_turistica-36687705284_526101/,,,Si,,Error al procesar emisiones,Si,Si,Si,2024-06-07,60.0,,,,60.0,,Error al procesar consumo,Si,Si,36687705284_526101,Si,50.0,"Apartamento en Carrer de Logronyo, 8",,2.0,1.0,Si,Si,Si,Si,,15.0,950.0,,ESTE,Si,,2.0,,Si,Si,,Si,Entre 30 y 50 años,,tarragona,FINCAS JAIME I,,
,,,En buen estado,Si,No,2025-02-21 12:22:56,Si,Si,,https://www.pisos.com/alquilar/piso-platja_dels_capellans_zona_turistica-33381712119_526101/,,,Si,,Error al procesar emisiones,Si,Si,Si,2024-01-08,90.0,,,,90.0,Si,Error al procesar consumo,Si,Si,33381712119_526101,Si,70.0,"Piso en Carrer de Brussel·les, 2",,1.0,2.0,Si,Si,Si,,,16.0,1500.0,Si,SIN ESPECIFICAR,Si,,3.0,,Si,Si,,Si,Entre 30 y 50 años,,tarragona,FINCAS JAIME I,,
