nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie solar,Baños,Antigüedad,Referencia,Superficie útil,Habitaciones,Planta,Armarios empotrados,Tipo suelo,Aire acondicionado,Calefacción,Comedor,Ascensor,Terraza,Agua,Puerta blindada,Jardín,Cocina equipada,Lavadero,Orientación,Exterior,Conservación,Gastos de comunidad,Carpintería interior,Carpintería exterior,Portero automático,Adaptado a personas con movilidad reducida,Balcón,Soleado,Se aceptan mascotas,Amueblado,Tipo de casa,Garaje,Sistema de seguridad,Piscina,Chimenea,Vidrios dobles,Gas,Trastero,Teléfono,Interior,Urbanizado,Calle alumbrada,Calle asfaltada
Piso en Bonavista-Bufalà,GC INMOBILIARIA,1.000 €/m²,65.000 €,65 m²,https://www.pisos.com/comprar/piso-bonavista_bufala08915-48427815341_500120/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),65 m²,,1,,500120-80796-80729-E,65 m²,3,2ª,,Parquet,Frío y calor,,N/A,,,,N/A,,N/A,N/A,Sur,N/A,En buen estado,,,Aluminio,N/A,,,,,,,,N/A,,,,,,,,,,
Piso en Avenida Pau Piferrer,Aliseda Inmobiliaria,2.400 €/m²,156.000 €,65 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-50893444671_107000/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),65 m²,,,,AS1-52886805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Càceres,HIPOGES IBERIA,1.123 €/m²,62.937 €,56 m²,https://www.pisos.com/comprar/piso-sant_roc-48382009215_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),56 m²,,,,AURE-20479,56 m²,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda del Marquès de Sant Mori,Hi Homie,2.238 €/m²,150.000 €,67 m²,https://www.pisos.com/comprar/piso-llefia_artigues08914-51667152022_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",badalona (BCN),67 m²,,1,Más de 50 años,SA3398-mori2,43 m²,1,1ª,,Gres,,Gas natural,,,N/A,,,,Cocina amueblada,,,N/A,En buen estado,,,,,,,,,N/A,,,,,,,,,,,,,
Ático en Carrer de Jaume Ribó,LA CASA AGENCY CASTELLDEFELS,4.158 €/m²,499.000 €,120 m²,https://www.pisos.com/comprar/atico-casagemes_canyado08911-50886778808_103700/,Anuncio actualizado el 19/02/2025,"F, E","F, E",badalona (BCN),120 m²,,2,Más de 50 años,BLU1-LCB34512,,3,,,,,N/A,,N/A,N/A,,,,,,,N/A,En buen estado,,,,,,,,N/A,,,,,,,,,N/A,,,,,
Piso en Carrer de Pau Piferrer,LA CASA AGENCY CASTELLDEFELS,2.446 €/m²,159.000 €,65 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-50854019533_103700/,Anuncio actualizado el 19/02/2025,"E, F","E, F",badalona (BCN),65 m²,,1,Más de 50 años,BLU1-LCB34709,60 m²,2,,,,,,,N/A,,,,,,,,N/A,En buen estado,,,,,,N/A,,N/A,,,,,,,,,N/A,,,,,
Casa adosada en Casagemes-Canyadó,FINQUES ENRIC,3.760 €/m²,470.000 €,125 m²,https://www.pisos.com/comprar/casa_adosada-casagemes_canyado08911-51684580529_100500/,Anuncio actualizado el 13/02/2025,"E, D","E, D",badalona (BCN),125 m²,80 m²,2,Más de 50 años,SA5788-5267,120 m²,3,,,,,,,,N/A,,,N/A,,,Este,,En buen estado,,,,,,,,,,Adosada,,,,,,,,,,,,
Piso en calle Cordova,VIVANTIAL,650 €/m²,41.000 €,63 m²,https://www.pisos.com/comprar/piso-badalona-51750265985_109300/,Anuncio actualizado el 06/02/2025,"G, G","G, G",badalona (BCN),63 m²,,,,EP618-13955-2025,63 m²,,1ª,,,,,,,,,,,,,,,A reformar,,,,N/A,,,,,,,,,,,,,,,,,,
Ático en calle *,URBENIA,5.877 €/m²,670.000 €,114 m²,https://www.pisos.com/comprar/atico-gorg_progres_pep_ventura08912-5037303199_109700/,Anuncio actualizado el 19/12/2024,"A, A","A, A",badalona (BCN),114 m²,,2,,EP1014-21650235,,4,6ª,,,,,,,N/A,,,,,,,,A estrenar,,,,,,,,,,,N/A,,,,,,,,,,,
"Piso en Carrer del Fluvià, nº .",Housfy real Estate,3.780 €/m²,309.990 €,82 m²,https://www.pisos.com/comprar/piso-badalona_centre08911-51710854282_109300/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),82 m²,,1,,EP442-847041,82 m²,3,Bajo,,,N/A,,,N/A,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,
Ático en Carrer de Tarragona,LA CASA AGENCY CASTELLDEFELS,3.563 €/m²,310.000 €,87 m²,https://www.pisos.com/comprar/atico-llefia_artigues08913-47558159845_103700/,Anuncio actualizado el 19/02/2025,"B, B","B, B",badalona (BCN),87 m²,,2,Menos de 5 años,BLU1-LCB31120,68 m²,6,,,,,N/A,,N/A,N/A,,,,,,,N/A,A estrenar,,,,,,N/A,,N/A,,,,,,,,,,,,,,
Ático en Avinguda de Martí Pujol,Hi Homie,2.475 €/m²,255.000 €,103 m²,https://www.pisos.com/comprar/atico-bonavista_bufala08915-48413050756_100500/,Anuncio actualizado el 08/01/2025,"E, E","E, E",badalona (BCN),103 m²,,1,Más de 50 años,SA3398-AticoBufalaB,70 m²,3,5ª,,Parquet,Frío,Gas natural,,,N/A,,,,,N/A,Sur,,En buen estado,Entre 20 y 40 €,,,,,,N/A,,,,1,,,,,,,,,,,
Piso en Carrer d'Àngel Guimerà,ATICNOU,2.646 €/m²,172.000 €,65 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-51716259544_518281/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),65 m²,,1,Más de 50 años,4518281-62165,60 m²,3,7ª,,,,,,N/A,N/A,,,,,N/A,Sur,N/A,En buen estado,,,,,,,N/A,,,,,,,N/A,,,N/A,,,,,
Piso en Carrer de la Sagrada Família,CENTURY 21 Les Santes,2.701 €/m²,154.000 €,57 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-48391380586_107700/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),57 m²,,1,Entre 30 y 50 años,VE87-0117-MERE-0001123,57 m²,3,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer d'Orió,Aliseda Inmobiliaria,1.920 €/m²,121.000 €,63 m²,https://www.pisos.com/comprar/piso-llefia_artigues08914-51710015330_105900/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),63 m²,,1,,AN1-ANT00030678895,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,6.462 €/m²,698.000 €,108 m²,https://www.pisos.com/comprar/piso-badalona_centre08911-4897470263_109700/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),108 m²,,2,,IF76306-D-000MEU,,3,,2,Gres,Frío y calor,,,,N/A,,,,N/A,,Al mar,,A estrenar,,,,N/A,,,,,,,N/A,,,,,,,,,,,
"Piso en calle Ricard Strauss, nº -",ALTAMIRA,Error al procesar precio m²,A consultar,52 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-35077481561_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),52 m²,,,,AM9-2302##33000645,52 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Barcelona,LA CASA AGENCY ECV,2.964 €/m²,252.000 €,85 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-50062339115_103700/,Anuncio actualizado el 17/02/2025,"A, A","A, A",badalona (BCN),85 m²,,2,Menos de 5 años,BLU3-LCB31298,,2,,,,,N/A,,N/A,N/A,,,,,,,N/A,A estrenar,,,,,,,,N/A,,,,,,,,,,,,,,
Piso en La Salut-Lloreda-Sistrells,Hounting,2.464 €/m²,138.000 €,56 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-45062004806_100500/,Anuncio actualizado el 19/08/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),56 m²,,1,,SA5364-2110/21100007/20,,2,1ª,,,,,,,,,,,N/A,,,N/A,En buen estado,,,,,,,,N/A,,,,,,,,,,,,,,
Piso en Carrer de Calderón de la Barca,VIVANTIAL,946 €/m²,53.000 €,56 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-45848487008_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),56 m²,,,,EP618-13844-2025,53 m²,,Sótano,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Carrer de Pablo Iglesias,Aliseda Inmobiliaria,982 €/m²,55.000 €,56 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-36722303253_107000/,Anuncio actualizado el 21/11/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),56 m²,,1,,AS1-52613037,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Coll I Pujal,HIPOGES IBERIA,2.746 €/m²,184.000 €,67 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-50876844897_100700/,Anuncio actualizado el 21/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),67 m²,,,Entre 30 y 50 años,RETI-01153,59 m²,,2ª,,,,,,N/A,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Avenida Xile. Barrio de Artigues,Aliseda Inmobiliaria,1.033 €/m²,125.000 €,121 m²,https://www.pisos.com/comprar/piso-llefia_artigues08918-38374483581_107000/,Anuncio actualizado el 21/11/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),121 m²,,1,,AS1-52714437,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Madrid,Aliseda Inmobiliaria,1.790 €/m²,89.500 €,50 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-42571509383_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),50 m²,,1,,AN1-ANT00030678466,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Riera de Matamoros,INMOTARGET,3.476 €/m²,365.000 €,105 m²,https://www.pisos.com/comprar/piso-casagemes_canyado08911-37536808987_108900/,Anuncio actualizado el 14/02/2025,"B, A","B, A",badalona (BCN),105 m²,,2,Menos de 5 años,XA757-ON-CIT_A6014,95 m²,3,Bajo,,Cerámica o gress,,,,N/A,,,,,N/A,,Norte,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Víctor Balaguer,Aliseda Inmobiliaria,1.269 €/m²,80.000 €,63 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-41753213818_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),63 m²,,1,,AN1-ANT00030678516,,2,,,,N/A,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Cantàbria,CENTURY 21 Les Santes,4.586 €/m²,422.000 €,92 m²,https://www.pisos.com/comprar/piso-bonavista_bufala08915-47523191859_107700/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),92 m²,,2,Entre 20 y 30 años,VE87-0117-00284,84 m²,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida Juan Valera 228-232,Aliseda Inmobiliaria,1.248 €/m²,69.920 €,56 m²,https://www.pisos.com/comprar/piso-llefia_artigues08914-46739661154_107000/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),56 m²,,1,,AS1-52715584,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer d'Eduard Maristany,Hi Homie,4.677 €/m²,435.000 €,93 m²,https://www.pisos.com/comprar/piso-badalona_centre08912-51720208544_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),93 m²,,2,Menos de 5 años,SA3398-ObranuevaEM,85 m²,3,1ª,,,,Central,,N/A,,,,,,,,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Sant Roc,BEST HOUSE BARCELONA SANTS,1.000 €/m²,108.000 €,108 m²,https://www.pisos.com/comprar/piso-morera_pomar08915-25066452626_100500/,Anuncio actualizado el 13/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),108 m²,,1,Más de 50 años,SA431-694353/5661,108 m²,3,Bajo,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Montigalà-Sant Crist,Hounting,2.551 €/m²,125.000 €,49 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-45061451407_100500/,Anuncio actualizado el 19/08/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),49 m²,,1,,SA5364-2110/21100007/36,,2,2ª,,,,,,,,,,,N/A,,,N/A,En buen estado,,,,,,,,N/A,,,,,,,,,,,,,,
Apartamento en Carrer de Coll i Pujol,CENTURY 21 Les Santes,4.370 €/m²,389.000 €,89 m²,https://www.pisos.com/comprar/apartamento-badalona_centre08917-47517275960_107700/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),89 m²,,2,Más de 50 años,VE87-0117-00285,82 m²,3,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Muntanya,CMS INMOBILIARIA.,1.307 €/m²,102.000 €,78 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-43381664348_108900/,Anuncio actualizado el 06/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),78 m²,,1,,XA282-6297,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda d'Alfons XIII,HELLOFINCA.,3.000 €/m²,225.000 €,75 m²,https://www.pisos.com/comprar/piso-llefia_artigues08918-50839710032_527713/,Anuncio actualizado el 24/01/2025,"E, F","E, F",badalona (BCN),75 m²,,2,Entre 30 y 50 años,4527713-000057,75 m²,3,5ª,,Parquet,Frío y calor,,,N/A,,,N/A,,,,,N/A,En buen estado,Entre 40 y 60 €,,Aluminio,N/A,,N/A,N/A,N/A,,,,N/A,,,N/A,,,,,,,
Piso en Avinguda del Maresme,Aliseda Inmobiliaria,904 €/m²,57.000 €,63 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-38411521578_107000/,Anuncio actualizado el 03/08/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),63 m²,,,,AS1-52715075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Porvenir,Hi Homie,2.590 €/m²,272.000 €,105 m²,https://www.pisos.com/comprar/piso-badalona_centre08912-50868607014_100500/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),105 m²,,1,Más de 50 años,SA3398-Badalona 20,89 m²,4,4ª,,,Frío,Gas natural,,N/A,,,,,Cocina amueblada,N/A,,,En buen estado,Entre 40 y 60 €,,,,,N/A,,,N/A,,,,,,,,,,,,,
Piso en calle Sevilla,HIPOGES IBERIA,992 €/m²,64.500 €,65 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-49258911931_100700/,Anuncio actualizado el 20/11/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),65 m²,,,Más de 50 años,BRRE-00054,55 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida Joana de Lestonnac 6-8,Aliseda Inmobiliaria,1.015 €/m²,65.000 €,64 m²,https://www.pisos.com/comprar/piso-sant_roc-41688195065_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),64 m²,,1,,AN1-ANT00047720102,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Bonavista,Aliseda Inmobiliaria,2.185 €/m²,153.000 €,70 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-50900976980_105900/,Anuncio actualizado el 17/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),70 m²,,1,,AN1-ANT00030678390,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,5.109 €/m²,562.000 €,110 m²,https://www.pisos.com/comprar/piso-badalona_centre08911-4862197757_109700/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),110 m²,,2,,IF76306-D-000MEU,,3,,2,Gres,Frío y calor,,,,N/A,,,,N/A,,Al mar,,A estrenar,,,,N/A,,N/A,,,,,,,,,,,,,,,,
Piso en Montigala,GROCASA,2.428 €/m²,340.000 €,140 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-50846001835_109300/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),140 m²,,2,Entre 30 y 50 años,EP743-1714416,129 m²,4,1ª,,Parquet,N/A,Individual,,N/A,,,N/A,N/A,Office,N/A,N,,,,,Aluminio,,,N/A,,,,,Comunitario,,,,,,,,,,,
Piso en La Salut-Lloreda-Sistrells,Hounting,2.209 €/m²,95.000 €,43 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-50098114299_100500/,Anuncio actualizado el 27/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),43 m²,,1,,SA5364-2110/21100007/26,,1,Bajo,,,,,,,,N/A,,,N/A,,,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Cervantes,LA CASA AGENCY CASTELLDEFELS,3.422 €/m²,397.000 €,116 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-50921789704_103700/,Anuncio actualizado el 19/02/2025,"F, F","F, F",badalona (BCN),116 m²,,2,Entre 20 y 30 años,BLU1-LCB34474,103 m²,4,,,,,N/A,,N/A,,,,,,,,N/A,En buen estado,,,,,,N/A,,N/A,,,N/A,,,,,,,,,,,
Piso en Carrer de la Pau,VIVANTIAL,2.078 €/m²,79.000 €,38 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-48385185355_109300/,Anuncio actualizado el 10/01/2025,"E, E","E, E",badalona (BCN),38 m²,,,,EP618-15134-2045,31 m²,,Bajo,,,,,,,,,,,,,,,A reformar,,,,N/A,,,,,,,,,,,,,,,,,,
Chalet en Carrer d'Antoni Botey,Hi Homie,2.450 €/m²,419.000 €,171 m²,https://www.pisos.com/comprar/chalet-montigala_sant_crist08917-49196987231_100500/,Anuncio actualizado el 27/01/2025,"E, E","E, E",badalona (BCN),171 m²,,2,Más de 50 años,SA3398-botey1,100 m²,3,,1,Parquet,Frío,Eléctrica,,,N/A,,,Privado,Cocina amueblada,N/A,,,Reformado,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Pintor Rosales,Hi Homie,2.328 €/m²,163.000 €,70 m²,https://www.pisos.com/comprar/piso-llefia_sant_roc_artigues08913-24212238686_100500/,Anuncio actualizado el 06/09/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),70 m²,,1,,SA3398-PintorRosales163,63 m²,2,1ª,,,Frío,,,,,,,,,N/A,,N/A,En buen estado,Entre 20 y 40 €,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer de Calderón de la Barca,VIVANTIAL,700 €/m²,42.000 €,60 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-46741555634_109300/,Anuncio actualizado el 05/02/2025,"F, E","F, E",badalona (BCN),60 m²,,,,EP618-13927-2025,52 m²,,1ª,,,,,,,N/A,,,,,,,,A reformar,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Centre,GC INMOBILIARIA,816 €/m²,49.000 €,60 m²,https://www.pisos.com/comprar/piso-badalona_centre08912-45090864450_500120/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),60 m²,,1,,500120-80713-80729-E,60 m²,3,3ª,,Parquet,Frío y calor,,N/A,,,,N/A,,N/A,N/A,Sur,N/A,En buen estado,,,Aluminio,N/A,,,,,,,,N/A,,,,,,,,,,
Piso en Avinguda del Maresme,Aliseda Inmobiliaria,1.918 €/m²,117.000 €,61 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-41673379924_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),61 m²,,1,,AN1-ANT00030678512,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Alfons Xii,VIVANTIAL,900 €/m²,54.000 €,60 m²,https://www.pisos.com/comprar/piso-badalona-38419407959_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),60 m²,,,,EP618-10584-2025,60 m²,,3ª,,,,,,,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Dúplex en Carrer de l'Astronomia,Hi Homie,3.250 €/m²,429.000 €,132 m²,https://www.pisos.com/comprar/duplex-bonavista_bufala08917-48361739271_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),132 m²,,2,Menos de 5 años,SA3398-astroAB1,112 m²,3,Bajo,,,Frío,,,N/A,N/A,,,,Cocina amueblada,,,N/A,A estrenar,Entre 80 y 100 €,,,,,N/A,,,,,1,,Comunitaria,,,,,,,,,
Piso en Carrer de Juli Galve Brusson,CENTURY 21 Les Santes,1.764 €/m²,120.000 €,68 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08918-51714676337_107700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),68 m²,,1,,VE87-0117-GTRE-01041,68 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Bonavista,GC INMOBILIARIA,842 €/m²,59.000 €,70 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-48377444045_500120/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),70 m²,,1,,500120-80797-80729-E,70 m²,3,Bajo,,Parquet,Frío y calor,Central,N/A,N/A,N/A,,,,N/A,N/A,Sur,N/A,En buen estado,,N/A,Aluminio,N/A,N/A,N/A,N/A,,,,,N/A,,,N/A,,N/A,,,,,
Piso en Carrer de la Circumval·lació,VIVANTIAL,1.474 €/m²,115.000 €,78 m²,https://www.pisos.com/comprar/piso-badalona-50850065289_109300/,Anuncio actualizado el 11/02/2025,"D, D","D, D",badalona (BCN),78 m²,,,,EP618-15083-2025,78 m²,,1ª,,,,,,N/A,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Avenida Pablo Pi Ferrer,Aliseda Inmobiliaria,971 €/m²,68.000 €,70 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-38393092906_107000/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),70 m²,,,,AS1-52715325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Avinguda de Sant Salvador,CENTURY 21 Les Santes,2.313 €/m²,155.000 €,67 m²,https://www.pisos.com/comprar/chalet-llefia_artigues08913-48336304545_107700/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),67 m²,67 m²,1,Más de 50 años,VE87-0117-LIRE-04158,67 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Autopista del Maresme,VIVANTIAL,1.145 €/m²,71.000 €,62 m²,https://www.pisos.com/comprar/piso-badalona-48362253922_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),62 m²,,,,EP618-15122-2025,62 m²,,5ª,,,,,,,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Dúplex en Carrer de Montserrat,HELLOFINCA.,2.636 €/m²,279.500 €,106 m²,https://www.pisos.com/comprar/duplex-montigala_sant_crist08917-45880981843_527713/,Anuncio actualizado el 24/01/2025,"C, C","C, C",badalona (BCN),106 m²,,1,,4527713-DUPLEX INVERTIDO BADALONA,106 m²,3,Bajo,Más de 2,Parquet,Frío,Eléctrica,N/A,,,,N/A,,N/A,,,N/A,Reformado,,N/A,Aluminio,,N/A,,N/A,N/A,,,,,,,N/A,N/A,,N/A,N/A,,,
Piso en calle Cordova,VIVANTIAL,815 €/m²,53.000 €,65 m²,https://www.pisos.com/comprar/piso-badalona-45837275570_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),65 m²,,,,EP618-13841-2025,65 m²,,3ª,,,,,,,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Carrer de Francesc Planas i Casals,ONREALE REAL ESTATE SERVICES,3.823 €/m²,195.000 €,51 m²,https://www.pisos.com/comprar/piso-casagemes_canyado08911-50915987258_109300/,Anuncio actualizado el 17/01/2025,"F, G","F, G",badalona (BCN),51 m²,,1,Más de 50 años,EP839-ON250890,42 m²,1,5ª,,N/A,,,,,,,,,Americana,,,,En buen estado,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en La Salut-Lloreda-Sistrells,MONAPART,3.467 €/m²,215.000 €,62 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-5012102626_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),62 m²,,1,,IF76872-MC0012-4414,,2,3ª,,Gres,,,,,,,,,,,Suroeste,,A estrenar,,,PVC,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer de Càceres,HIPOGES IBERIA,900 €/m²,45.000 €,50 m²,https://www.pisos.com/comprar/piso-sant_roc-48344364419_100700/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),50 m²,,,Más de 50 años,ALRE-00695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer d'Otger,Hi Homie,2.613 €/m²,230.000 €,88 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-51724637679_100500/,Anuncio actualizado el 10/02/2025,"E, E","E, E",badalona (BCN),88 m²,,1,Más de 50 años,SA3398-ot1,76 m²,4,2ª,,Gres,Frío,Central,,N/A,N/A,,,,Cocina amueblada,N/A,,N/A,En buen estado,Entre 20 y 40 €,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Plaça de la Ciutat de San Carlos de Nicaragua,Hi Homie,3.807 €/m²,415.000 €,109 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-45919840452_100500/,Anuncio actualizado el 07/11/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),109 m²,,2,Entre 20 y 30 años,SA3398-stcarlosnica,89 m²,3,Bajo,1,,,,,N/A,N/A,,,,Cocina equipada,,,,En buen estado,Entre 80 y 100 €,,,,,,,,,,,,Propia,,,,,,,,,
